# build 5875 CGGameUI message catalog (the 0xb4b498 table indexed by 0x496720)
# 465 rows, ids 0x0..0x1d0; consumer bound `cmp id,0x1d1; jge` at 0x49672c
# kind 0 -> 0x49a870(text, chan); 1 -> UI_INFO_MESSAGE 0xe1; 2 -> UI_ERROR_MESSAGE 0xe0; 3 -> console 0x63cd00
# Vendored from the maintainer's analysis (`WOW_RE`); messages/catalog.rs is generated from it.
id_hex	id_dec	row_va	key	kind	sound	type_tag	chan
0x0	0	0xb4b498	ERR_INV_FULL	2	NONE	0x0	10
0x1	1	0xb4b4ac	ERR_BANK_FULL	2	NONE	0x44	10
0x2	2	0xb4b4c0	ERR_CANT_EQUIP_LEVEL_I	2	NONE	0x2	10
0x3	3	0xb4b4d4	ERR_CANT_EQUIP_SKILL	2	NONE	0x29	10
0x4	4	0xb4b4e8	ERR_CANT_EQUIP_EVER	2	NONE	0x3	10
0x5	5	0xb4b4fc	ERR_CANT_EQUIP_RANK	2	NONE	0x44	10
0x6	6	0xb4b510	ERR_CANT_EQUIP_REPUTATION	2	NONE	0x44	10
0x7	7	0xb4b524	ERR_PROFICIENCY_NEEDED	2	NONE	0x30	10
0x8	8	0xb4b538	ERR_WRONG_SLOT	2	NONE	0x1b	10
0x9	9	0xb4b54c	ERR_BAG_FULL	2	NONE	0x1d	10
0xa	10	0xb4b560	ERR_INTERNAL_BAG_ERROR	2	NONE	0x44	10
0xb	11	0xb4b574	ERR_DESTROY_NONEMPTY_BAG	2	NONE	0x44	10
0xc	12	0xb4b588	ERR_BAG_IN_BAG	2	NONE	0x1a	10
0xd	13	0xb4b59c	ERR_TOO_MANY_SPECIAL_BAGS	2	NONE	0x44	10
0xe	14	0xb4b5b0	ERR_TRADE_EQUIPPED_BAG	2	NONE	0x44	10
0xf	15	0xb4b5c4	ERR_AMMO_ONLY	2	NONE	0x1c	10
0x10	16	0xb4b5d8	ERR_NO_SLOT_AVAILABLE	2	NONE	0x44	10
0x11	17	0xb4b5ec	ERR_WRONG_BAG_TYPE	2	NONE	0x44	10
0x12	18	0xb4b600	ERR_ITEM_MAX_COUNT	2	NONE	0x1e	10
0x13	19	0xb4b614	ERR_NOT_EQUIPPABLE	2	NONE	0x2c	10
0x14	20	0xb4b628	ERR_CANT_STACK	2	NONE	0x44	10
0x15	21	0xb4b63c	ERR_CANT_SWAP	2	NONE	0x44	10
0x16	22	0xb4b650	ERR_SLOT_EMPTY	2	NONE	0x44	10
0x17	23	0xb4b664	ERR_ITEM_NOT_FOUND	2	NONE	0x44	10
0x18	24	0xb4b678	ERR_TOO_FEW_TO_SPLIT	2	NONE	0x44	10
0x19	25	0xb4b68c	ERR_SPLIT_FAILED	2	NONE	0x44	10
0x1a	26	0xb4b6a0	ERR_NOT_A_BAG	2	NONE	0x19	10
0x1b	27	0xb4b6b4	ERR_NOT_OWNER	2	NONE	0x44	10
0x1c	28	0xb4b6c8	ERR_ONLY_ONE_QUIVER	2	NONE	0x44	10
0x1d	29	0xb4b6dc	ERR_NO_BANK_SLOT	2	NONE	0x44	10
0x1e	30	0xb4b6f0	ERR_NO_BANK_HERE	2	NONE	0x44	10
0x1f	31	0xb4b704	ERR_ITEM_LOCKED	2	NONE	0x3d	10
0x20	32	0xb4b718	ERR_2HANDED_EQUIPPED	2	NONE	0x2a	10
0x21	33	0xb4b72c	ERR_VENDOR_NOT_INTERESTED	2	NONE	0x44	10
0x22	34	0xb4b740	ERR_VENDOR_HATES_YOU	2	NONE	0x44	10
0x23	35	0xb4b754	ERR_VENDOR_SOLD_OUT	2	NONE	0x44	10
0x24	36	0xb4b768	ERR_VENDOR_TOO_FAR	2	NONE	0x44	10
0x25	37	0xb4b77c	ERR_NOT_ENOUGH_MONEY	2	NONE	0x28	10
0x26	38	0xb4b790	ERR_RECEIVE_ITEM_S	0	ITEMGENERICSOUND	0x44	10
0x27	39	0xb4b7a4	ERR_DROP_BOUND_ITEM	2	NONE	0x4	10
0x28	40	0xb4b7b8	ERR_TRADE_BOUND_ITEM	2	NONE	0x3b	10
0x29	41	0xb4b7cc	ERR_TRADE_QUEST_ITEM	2	NONE	0x3b	10
0x2a	42	0xb4b7e0	ERR_TRADE_GROUND_ITEM	2	NONE	0x44	10
0x2b	43	0xb4b7f4	ERR_TRADE_BAG	2	NONE	0x44	10
0x2c	44	0xb4b808	ERR_SPELL_FAILED_S	2	NONE	0x44	10
0x2d	45	0xb4b81c	ERR_ITEM_COOLDOWN	2	NONE	0x5	10
0x2e	46	0xb4b830	ERR_POTION_COOLDOWN	2	NONE	0x2f	10
0x2f	47	0xb4b844	ERR_FOOD_COOLDOWN	2	NONE	0x7	10
0x30	48	0xb4b858	ERR_SPELL_COOLDOWN	2	NONE	0xc	10
0x31	49	0xb4b86c	ERR_ABILITY_COOLDOWN	2	NONE	0x32	10
0x32	50	0xb4b880	ERR_SPELL_ALREADY_KNOWN_S	2	NONE	0xd	10
0x33	51	0xb4b894	ERR_PET_SPELL_ALREADY_KNOWN_S	2	NONE	0x44	10
0x34	52	0xb4b8a8	ERR_PROFICIENCY_GAINED_S	0	NONE	0x44	23
0x35	53	0xb4b8bc	ERR_SKILL_GAINED_S	0	NONE	0x44	23
0x36	54	0xb4b8d0	ERR_SKILL_UP_SI	0	NONE	0x44	23
0x37	55	0xb4b8e4	ERR_LEARN_SPELL_S	0	NONE	0x44	10
0x38	56	0xb4b8f8	ERR_LEARN_ABILITY_S	0	NONE	0x44	10
0x39	57	0xb4b90c	ERR_LEARN_RECIPE_S	0	NONE	0x44	10
0x3a	58	0xb4b920	ERR_INVITE_PLAYER_S	0	NONE	0x44	10
0x3b	59	0xb4b934	ERR_INVITE_SELF	2	NONE	0x44	10
0x3c	60	0xb4b948	ERR_INVITED_TO_GROUP_S	0	NONE	0x44	10
0x3d	61	0xb4b95c	ERR_ALREADY_IN_GROUP_S	0	NONE	0x14	10
0x3e	62	0xb4b970	ERR_PLAYER_BUSY_S	0	NONE	0x44	10
0x3f	63	0xb4b984	ERR_NEW_LEADER_S	0	NONE	0x44	10
0x40	64	0xb4b998	ERR_NEW_LEADER_YOU	0	NONE	0x44	10
0x41	65	0xb4b9ac	ERR_LEFT_GROUP_S	0	NONE	0x44	10
0x42	66	0xb4b9c0	ERR_LEFT_GROUP_YOU	0	NONE	0x44	10
0x43	67	0xb4b9d4	ERR_GROUP_DISBANDED	0	NONE	0x44	10
0x44	68	0xb4b9e8	ERR_DECLINE_GROUP_S	0	igPlayerInviteDecline	0x44	10
0x45	69	0xb4b9fc	ERR_JOINED_GROUP_S	0	NONE	0x44	10
0x46	70	0xb4ba10	ERR_UNINVITE_YOU	0	NONE	0x44	10
0x47	71	0xb4ba24	ERR_BAD_PLAYER_NAME_S	0	NONE	0x44	10
0x48	72	0xb4ba38	ERR_NOT_IN_GROUP	0	NONE	0x44	10
0x49	73	0xb4ba4c	ERR_TARGET_NOT_IN_GROUP_S	0	NONE	0x44	10
0x4a	74	0xb4ba60	ERR_GROUP_FULL	0	NONE	0x8	10
0x4b	75	0xb4ba74	ERR_NOT_LEADER	0	NONE	0x44	10
0x4c	76	0xb4ba88	ERR_PLAYER_DIED_S	0	NONE	0x44	10
0x4d	77	0xb4ba9c	ERR_GUILD_CREATE_S	0	LEVELUP	0x44	10
0x4e	78	0xb4bab0	ERR_GUILD_INVITE_S	0	NONE	0x44	10
0x4f	79	0xb4bac4	ERR_INVITED_TO_GUILD_SS	0	LEVELUP	0x44	10
0x50	80	0xb4bad8	ERR_ALREADY_IN_GUILD_S	0	NONE	0x44	10
0x51	81	0xb4baec	ERR_ALREADY_INVITED_TO_GUILD_S	0	NONE	0x44	10
0x52	82	0xb4bb00	ERR_INVITED_TO_GUILD	0	NONE	0x44	10
0x53	83	0xb4bb14	ERR_ALREADY_IN_GUILD	0	NONE	0x44	10
0x54	84	0xb4bb28	ERR_GUILD_ACCEPT	0	NONE	0x44	10
0x55	85	0xb4bb3c	ERR_GUILD_DECLINE_S	0	NONE	0x44	10
0x56	86	0xb4bb50	ERR_GUILD_PERMISSIONS	0	NONE	0x3e	10
0x57	87	0xb4bb64	ERR_GUILD_JOIN_S	0	NONE	0x44	10
0x58	88	0xb4bb78	ERR_GUILD_FOUNDER_S	0	NONE	0x44	10
0x59	89	0xb4bb8c	ERR_GUILD_PROMOTE_SSS	0	NONE	0x44	10
0x5a	90	0xb4bba0	ERR_GUILD_DEMOTE_SSS	0	NONE	0x44	10
0x5b	91	0xb4bbb4	ERR_GUILD_QUIT_S	0	NONE	0x44	10
0x5c	92	0xb4bbc8	ERR_GUILD_LEAVE_S	0	NONE	0x44	10
0x5d	93	0xb4bbdc	ERR_GUILD_REMOVE_SS	0	NONE	0x44	10
0x5e	94	0xb4bbf0	ERR_GUILD_REMOVE_SELF	0	NONE	0x44	10
0x5f	95	0xb4bc04	ERR_GUILD_DISBAND_S	0	NONE	0x44	10
0x60	96	0xb4bc18	ERR_GUILD_DISBAND_SELF	0	NONE	0x44	10
0x61	97	0xb4bc2c	ERR_GUILD_LEADER_S	0	NONE	0x44	10
0x62	98	0xb4bc40	ERR_GUILD_LEADER_SELF	0	NONE	0x44	10
0x63	99	0xb4bc54	ERR_GUILD_PLAYER_NOT_FOUND_S	0	NONE	0x44	10
0x64	100	0xb4bc68	ERR_GUILD_PLAYER_NOT_IN_GUILD_S	0	NONE	0x44	10
0x65	101	0xb4bc7c	ERR_GUILD_PLAYER_NOT_IN_GUILD	0	NONE	0x44	10
0x66	102	0xb4bc90	ERR_GUILD_CANT_PROMOTE_S	0	NONE	0x44	10
0x67	103	0xb4bca4	ERR_GUILD_CANT_DEMOTE_S	0	NONE	0x44	10
0x68	104	0xb4bcb8	ERR_GUILD_NOT_IN_A_GUILD	0	NONE	0x44	10
0x69	105	0xb4bccc	ERR_GUILD_INTERNAL	0	NONE	0x44	10
0x6a	106	0xb4bce0	ERR_GUILD_LEADER_IS_S	0	NONE	0x44	10
0x6b	107	0xb4bcf4	ERR_GUILD_LEADER_CHANGED_SS	0	NONE	0x44	10
0x6c	108	0xb4bd08	ERR_GUILD_DISBANDED	0	NONE	0x44	10
0x6d	109	0xb4bd1c	ERR_GUILD_NOT_ALLIED	0	NONE	0x44	10
0x6e	110	0xb4bd30	ERR_GUILD_LEADER_LEAVE	0	NONE	0x44	10
0x6f	111	0xb4bd44	ERR_GUILD_RANKS_LOCKED	0	NONE	0x44	10
0x70	112	0xb4bd58	ERR_GUILD_RANK_IN_USE	0	NONE	0x44	10
0x71	113	0xb4bd6c	ERR_GUILD_RANK_TOO_HIGH_S	0	NONE	0x44	10
0x72	114	0xb4bd80	ERR_GUILD_RANK_TOO_LOW_S	0	NONE	0x44	10
0x73	115	0xb4bd94	ERR_GUILD_NAME_INVALID	2	NONE	0x44	10
0x74	116	0xb4bda8	ERR_GUILD_NAME_EXISTS_S	2	NONE	0x44	10
0x75	117	0xb4bdbc	ERR_GUILD_ENTER_NAME	2	NONE	0x44	10
0x76	118	0xb4bdd0	ERR_GUILD_NAME_TOO_SHORT	2	NONE	0x44	10
0x77	119	0xb4bde4	ERR_GUILD_NAME_MIXED_LANGUAGES	2	NONE	0x44	10
0x78	120	0xb4bdf8	ERR_GUILD_NAME_PROFANE	2	NONE	0x44	10
0x79	121	0xb4be0c	ERR_GUILD_NAME_RESERVED	2	NONE	0x44	10
0x7a	122	0xb4be20	ERR_GUILD_NAME_INVALID_SPACE	2	NONE	0x44	10
0x7b	123	0xb4be34	ERR_GUILD_NAME_NAME_CONSECUTIVE_SPACES	2	NONE	0x44	10
0x7c	124	0xb4be48	ERR_NO_GUILD_CHARTER	2	NONE	0x44	10
0x7d	125	0xb4be5c	ERR_OUT_OF_RANGE	2	NONE	0xa	10
0x7e	126	0xb4be70	ERR_PLAYER_DEAD	2	NONE	0x44	10
0x7f	127	0xb4be84	ERR_CLIENT_LOCKED_OUT	2	NONE	0x44	10
0x80	128	0xb4be98	ERR_KILLED_BY_S	0	NONE	0x44	10
0x81	129	0xb4beac	ERR_LOOT_LOCKED	2	NONE	0x21	10
0x82	130	0xb4bec0	ERR_LOOT_TOO_FAR	2	NONE	0x23	10
0x83	131	0xb4bed4	ERR_LOOT_DIDNT_KILL	2	NONE	0x1f	10
0x84	132	0xb4bee8	ERR_LOOT_BAD_FACING	2	NONE	0x20	10
0x85	133	0xb4befc	ERR_LOOT_NOTSTANDING	2	NONE	0x44	10
0x86	134	0xb4bf10	ERR_LOOT_STUNNED	2	NONE	0x44	10
0x87	135	0xb4bf24	ERR_LOOT_NO_UI	2	NONE	0x44	10
0x88	136	0xb4bf38	ERR_LOOT_WHILE_INVULNERABLE	2	NONE	0x44	10
0x89	137	0xb4bf4c	ERR_QUEST_ACCEPTED_S	0	QUESTADDED	0x44	10
0x8a	138	0xb4bf60	ERR_QUEST_COMPLETE_S	0	igQuestListComplete	0x44	10
0x8b	139	0xb4bf74	ERR_QUEST_FAILED_S	0	igQuestFailed	0x44	10
0x8c	140	0xb4bf88	ERR_QUEST_FAILED_BAG_FULL_S	0	igQuestFailed	0x44	10
0x8d	141	0xb4bf9c	ERR_QUEST_FAILED_MAX_COUNT_S	0	igQuestFailed	0x44	10
0x8e	142	0xb4bfb0	ERR_QUEST_FAILED_LOW_LEVEL	0	igQuestFailed	0x44	10
0x8f	143	0xb4bfc4	ERR_QUEST_FAILED_MISSING_ITEMS	0	igQuestFailed	0x44	10
0x90	144	0xb4bfd8	ERR_QUEST_FAILED_WRONG_RACE	0	igQuestFailed	0x44	10
0x91	145	0xb4bfec	ERR_QUEST_FAILED_NOT_ENOUGH_MONEY	0	igQuestFailed	0x44	10
0x92	146	0xb4c000	ERR_QUEST_ONLY_ONE_TIMED	0	igQuestFailed	0x44	10
0x93	147	0xb4c014	ERR_QUEST_NEED_PREREQS	0	igQuestFailed	0x44	10
0x94	148	0xb4c028	ERR_QUEST_ALREADY_ON	0	igQuestFailed	0x44	10
0x95	149	0xb4c03c	ERR_QUEST_REWARD_EXP_I	0	NONE	0x44	10
0x96	150	0xb4c050	ERR_QUEST_REWARD_ITEM_S	0	NONE	0x44	10
0x97	151	0xb4c064	ERR_QUEST_REWARD_MONEY_S	0	NONE	0x44	10
0x98	152	0xb4c078	ERR_QUEST_MUST_CHOOSE	2	igQuestFailed	0x44	10
0x99	153	0xb4c08c	ERR_QUEST_LOG_FULL	2	igQuestFailed	0x44	10
0x9a	154	0xb4c0a0	ERR_COMBAT_DAMAGE_SSI	0	NONE	0x44	10
0x9b	155	0xb4c0b4	ERR_INSPECT_S	0	NONE	0x44	10
0x9c	156	0xb4c0c8	ERR_CANT_USE_ITEM	2	NONE	0x33	10
0x9d	157	0xb4c0dc	ERR_MUST_EQUIP_ITEM	2	NONE	0x31	10
0x9e	158	0xb4c0f0	ERR_PASSIVE_ABILITY	2	NONE	0x44	10
0x9f	159	0xb4c104	ERR_2HSKILLNOTFOUND	2	NONE	0x44	10
0xa0	160	0xb4c118	ERR_NO_ATTACK_TARGET	2	NONE	0x26	10
0xa1	161	0xb4c12c	ERR_INVALID_ATTACK_TARGET	2	NONE	0xb	10
0xa2	162	0xb4c140	ERR_ATTACK_STUNNED	2	NONE	0x44	10
0xa3	163	0xb4c154	ERR_ATTACK_PACIFIED	2	NONE	0x44	10
0xa4	164	0xb4c168	ERR_ATTACK_MOUNTED	2	NONE	0x44	10
0xa5	165	0xb4c17c	ERR_ATTACK_FLEEING	2	NONE	0x44	10
0xa6	166	0xb4c190	ERR_ATTACK_CONFUSED	2	NONE	0x44	10
0xa7	167	0xb4c1a4	ERR_ATTACK_CHARMED	2	NONE	0x44	10
0xa8	168	0xb4c1b8	ERR_ATTACK_DEAD	2	NONE	0x44	10
0xa9	169	0xb4c1cc	ERR_ATTACK_PREVENTED_BY_MECHANIC_S	2	NONE	0x44	10
0xaa	170	0xb4c1e0	ERR_TAXISAMENODE	2	NONE	0x44	10
0xab	171	0xb4c1f4	ERR_TAXINOSUCHPATH	1	NONE	0x44	10
0xac	172	0xb4c208	ERR_TAXIUNSPECIFIEDSERVERERROR	2	NONE	0x44	10
0xad	173	0xb4c21c	ERR_TAXINOTENOUGHMONEY	1	NONE	0x36	10
0xae	174	0xb4c230	ERR_TAXITOOFARAWAY	1	NONE	0x44	10
0xaf	175	0xb4c244	ERR_TAXINOVENDORNEARBY	1	NONE	0x44	10
0xb0	176	0xb4c258	ERR_TAXINOTVISITED	1	NONE	0x44	10
0xb1	177	0xb4c26c	ERR_TAXIPLAYERBUSY	2	NONE	0x44	10
0xb2	178	0xb4c280	ERR_TAXIPLAYERALREADYMOUNTED	2	NONE	0x44	10
0xb3	179	0xb4c294	ERR_TAXIPLAYERSHAPESHIFTED	2	NONE	0x44	10
0xb4	180	0xb4c2a8	ERR_TAXIPLAYERMOVING	1	NONE	0x44	10
0xb5	181	0xb4c2bc	ERR_TAXINOPATHS	2	NONE	0x44	10
0xb6	182	0xb4c2d0	ERR_TAXINOTSTANDING	1	NONE	0x44	10
0xb7	183	0xb4c2e4	ERR_NO_REPLY_TARGET	0	NONE	0x44	10
0xb8	184	0xb4c2f8	ERR_GENERIC_NO_TARGET	2	NONE	0x2d	10
0xb9	185	0xb4c30c	ERR_INITIATE_TRADE_S	0	NONE	0x44	10
0xba	186	0xb4c320	ERR_TRADE_REQUEST_S	0	LEVELUP	0x44	10
0xbb	187	0xb4c334	ERR_TRADE_BLOCKED_S	0	NONE	0x44	10
0xbc	188	0xb4c348	ERR_TRADE_TARGET_DEAD	2	NONE	0x44	10
0xbd	189	0xb4c35c	ERR_TRADE_TOO_FAR	2	NONE	0x44	10
0xbe	190	0xb4c370	ERR_TRADE_CANCELLED	1	NONE	0x44	10
0xbf	191	0xb4c384	ERR_TRADE_COMPLETE	1	NONE	0x44	10
0xc0	192	0xb4c398	ERR_TRADE_BAG_FULL	2	NONE	0x44	10
0xc1	193	0xb4c3ac	ERR_TRADE_TARGET_BAG_FULL	2	NONE	0x44	10
0xc2	194	0xb4c3c0	ERR_TRADE_MAX_COUNT_EXCEEDED	2	NONE	0x44	10
0xc3	195	0xb4c3d4	ERR_TRADE_TARGET_MAX_COUNT_EXCEEDED	2	NONE	0x44	10
0xc4	196	0xb4c3e8	ERR_ALREADY_TRADING	2	NONE	0x44	10
0xc5	197	0xb4c3fc	ERR_MOUNT_INVALIDMOUNTEE	2	NONE	0x44	10
0xc6	198	0xb4c410	ERR_MOUNT_TOOFARAWAY	2	NONE	0x44	10
0xc7	199	0xb4c424	ERR_MOUNT_ALREADYMOUNTED	2	NONE	0x44	10
0xc8	200	0xb4c438	ERR_MOUNT_NOTMOUNTABLE	2	NONE	0x44	10
0xc9	201	0xb4c44c	ERR_MOUNT_NOTYOURPET	2	NONE	0x44	10
0xca	202	0xb4c460	ERR_MOUNT_OTHER	2	NONE	0x44	10
0xcb	203	0xb4c474	ERR_MOUNT_LOOTING	2	NONE	0x44	10
0xcc	204	0xb4c488	ERR_MOUNT_RACECANTMOUNT	2	NONE	0x44	10
0xcd	205	0xb4c49c	ERR_MOUNT_SHAPESHIFTED	2	NONE	0x44	10
0xce	206	0xb4c4b0	ERR_DISMOUNT_NOPET	2	NONE	0x44	10
0xcf	207	0xb4c4c4	ERR_DISMOUNT_NOTMOUNTED	2	NONE	0x44	10
0xd0	208	0xb4c4d8	ERR_DISMOUNT_NOTYOURPET	2	NONE	0x44	10
0xd1	209	0xb4c4ec	ERR_SPELL_FAILED_TOTEMS	2	NONE	0x44	10
0xd2	210	0xb4c500	ERR_SPELL_FAILED_REAGENTS	2	NONE	0x44	10
0xd3	211	0xb4c514	ERR_SPELL_FAILED_REAGENTS_GENERIC	2	NONE	0x44	10
0xd4	212	0xb4c528	ERR_SPELL_FAILED_EQUIPPED_ITEM	2	NONE	0x44	10
0xd5	213	0xb4c53c	ERR_SPELL_FAILED_EQUIPPED_ITEM_CLASS_S	2	NONE	0x44	10
0xd6	214	0xb4c550	ERR_SPELL_FAILED_SHAPESHIFT_FORM_S	2	NONE	0x44	10
0xd7	215	0xb4c564	ERR_BADATTACKFACING	2	NONE	0x44	10
0xd8	216	0xb4c578	ERR_BADATTACKPOS	2	NONE	0x44	10
0xd9	217	0xb4c58c	ERR_CHEST_IN_USE	2	NONE	0x34	10
0xda	218	0xb4c5a0	ERR_USE_CANT_OPEN	2	NONE	0x44	10
0xdb	219	0xb4c5b4	ERR_USE_LOCKED	2	NONE	0x3d	10
0xdc	220	0xb4c5c8	ERR_DOOR_LOCKED	2	NONE	0x3d	10
0xdd	221	0xb4c5dc	ERR_BUTTON_LOCKED	2	NONE	0x3d	10
0xde	222	0xb4c5f0	ERR_USE_LOCKED_WITH_ITEM_S	2	NONE	0x44	10
0xdf	223	0xb4c604	ERR_USE_LOCKED_WITH_SPELL_S	2	NONE	0x44	10
0xe0	224	0xb4c618	ERR_USE_LOCKED_WITH_SPELL_KNOWN_SI	2	NONE	0x44	10
0xe1	225	0xb4c62c	ERR_USE_TOO_FAR	2	NONE	0x39	10
0xe2	226	0xb4c640	ERR_USE_BAD_ANGLE	2	NONE	0x44	10
0xe3	227	0xb4c654	ERR_USE_OBJECT_MOVING	2	NONE	0x44	10
0xe4	228	0xb4c668	ERR_USE_SPELL_FOCUS	1	NONE	0x44	10
0xe5	229	0xb4c67c	ERR_USE_DESTROYED	2	NONE	0x44	10
0xe6	230	0xb4c690	ERR_SET_LOOT_FREEFORALL	0	NONE	0x44	10
0xe7	231	0xb4c6a4	ERR_SET_LOOT_ROUNDROBIN	0	NONE	0x44	10
0xe8	232	0xb4c6b8	ERR_SET_LOOT_MASTER	0	NONE	0x44	10
0xe9	233	0xb4c6cc	ERR_SET_LOOT_GROUP	0	NONE	0x44	10
0xea	234	0xb4c6e0	ERR_SET_LOOT_NBG	0	NONE	0x44	10
0xeb	235	0xb4c6f4	ERR_SET_LOOT_THRESHOLD_S	0	NONE	0x44	10
